comments,date_created,days_posted,likes,slide_id,total_images,total_slides,tweets,url,views
5,2014-01-01,955,93,29616276,54,21,338,http://www.slideshare.net/RockHealth/digital-health-funding-2013-year-in-review-by-rockhealth,52460
1,2008-10-29,2845,23,704616,54,25,2,http://www.slideshare.net/Annie05/merchandise-management-presentation-704616,40370
5,2014-08-20,724,22,38184133,104,71,0,http://www.slideshare.net/skvemula/chromatography-data-system-cds-in-pharma,5194
0,2015-05-17,454,0,48248122,36,13,0,http://www.slideshare.net/dsharma1/ambit-budget-fy16-to-prioritise,242
10,2011-05-10,1922,123,7908561,48,15,65,http://www.slideshare.net/effectworks/10-commandments-for-great-presentations,91704
5,2007-05-18,3375,59,51667,73,40,1,http://www.slideshare.net/huongcokho/data-mining-concepts,41817
48,2013-07-15,1125,101,24249261,83,50,0,http://www.slideshare.net/royalchildacademylapulapu/child-protection-policy-24249261,85822
1,2014-02-26,899,28,31669218,60,30,1,http://www.slideshare.net/FrostandSullivan/2014-automotive-outlook-2-1214,29547
0,2014-06-02,803,3,35376721,40,14,1,http://www.slideshare.net/Management-Thinking/asia-rising-healthcare,2349
9,2011-08-25,1815,101,9015133,74,41,3,http://www.slideshare.net/johntorresrt/bill-of-rights-lecture,73364
0,2014-12-31,591,3,43116537,106,80,0,http://www.slideshare.net/ayshwarya7/regan-kennedy-frankfinn,921
0,2016-01-17,209,6,57150032,38,9,2,http://www.slideshare.net/EdelmanInsights/2016-edelman-trust-barometer-the-state-of-trust,15261
27,2013-12-12,975,313,29156053,51,18,2642,http://www.slideshare.net/NiciElmore/10-marketing-tips-that-will-increase-your-roi-in-30-days,834798
4,2012-01-15,1672,48,11059834,43,11,2,http://www.slideshare.net/Fatalfight/fast-food-11059834,56246
0,2016-04-18,117,46,61022262,212,184,27,http://www.slideshare.net/ZazzaNM/sxsw-2016-top-trends,67752
0,2015-02-21,539,0,44973812,43,20,0,http://www.slideshare.net/TANVIR201193/facebook-44973812,169
0,2012-03-02,1625,14,11833025,100,72,0,http://www.slideshare.net/PastorTanis/discovering-your-spiritual-gifts,8093
0,2015-02-05,555,0,44308993,56,33,0,http://www.slideshare.net/slackeroo/self-assessment-by-students-presentation,1259
0,2014-02-21,904,0,31468394,35,12,0,http://www.slideshare.net/mrschmitt/marx-bros-duck-soup-31468394,381
2,2010-02-09,2377,15,3117756,39,9,2,http://www.slideshare.net/tperrault/role-of-hr-within-an-organization,68427
0,2007-10-20,3220,0,140300,42,19,0,http://www.slideshare.net/shanecolvin/primary-processes-in-higher-education-part-2,792
0,2010-04-14,2313,7,3721303,49,21,0,http://www.slideshare.net/networksguy/network-devices-repeaters-hubs-bridges-switches-routers,16109
4,2010-04-25,2302,12,3845010,82,50,0,http://www.slideshare.net/araj92/ppt-on-air-travel-management-2,22679
0,2015-11-24,263,8,55484064,50,22,12,http://www.slideshare.net/Fahrenheit212/incubating-innovation,2588
22,2010-05-01,2296,80,3929792,64,31,2,http://www.slideshare.net/arslandilawar/marketing-plan-3929792,39986
14,2009-02-10,2741,29,1013301,87,54,15,http://www.slideshare.net/bethanyvsmith/why-use-technology-in-the-classroom,57963
3,2016-01-12,214,556,56961824,55,24,71,http://www.slideshare.net/bigfishpresentations/10-commandments-of-public-speaking-56961824,17950
80,2013-07-08,1132,931,24013700,383,350,17,http://www.slideshare.net/nicogranada31/k-to-12-grade-8-science-learner-module,611620
0,2013-01-31,1290,7,16281418,62,33,18,http://www.slideshare.net/EdelmanInsights/canada-results-2013-edelman-trust-barometer,5674
9,2009-10-08,2501,64,2169542,58,25,1,http://www.slideshare.net/syracuse83/basic-internal-auditing-2169542,78716
97,2013-04-05,1226,622,18250929,46,13,1627,http://www.slideshare.net/ToddWilms/10-leadership-lessons-i-wish-i-learned-in-my-20s-18250929,447128
2,2013-01-13,1308,13,15970276,38,8,0,http://www.slideshare.net/jawequerimit/magazine-structure,33573
127,2009-07-20,2581,527,1742814,65,32,10,http://www.slideshare.net/SVSELEARNING/pollutionppt,676463
0,2014-11-11,641,15,41423870,40,12,0,http://www.slideshare.net/healthcatalyst1/how-to-avoid-the-3-most-common-healthcare-analytics-pitfalls-and-related-inefficiencies,6091
1,2015-11-08,279,302,54887124,94,65,15,http://www.slideshare.net/aloyer/bdd-writing-better-scenario,133291
0,2009-08-27,2543,14,1914996,94,66,0,http://www.slideshare.net/hahnsinn/webmanagement-konzeption,23482
0,2015-03-07,525,1,45563984,123,99,0,http://www.slideshare.net/sqjafery/pakistan-educationpolicy,1923
0,2015-01-02,589,21,43141188,129,101,2,http://www.slideshare.net/MsKrabbs19/historical-perspective-in-philippine-education,11741
1,2014-09-08,705,34,38822213,56,27,1,http://www.slideshare.net/rakici/state-and-its-elements,41454
0,2014-04-25,841,185,33930056,81,53,0,http://www.slideshare.net/kurian3/localization-of-stroke-cvs-stroke-for-post-graduates,44784
0,2011-03-04,1989,5,7149277,48,20,0,http://www.slideshare.net/abhinavbahuguna11/transformational-leadership-theory-latst,10355
0,2016-03-10,156,7,59354787,60,32,44,http://www.slideshare.net/Jayank23/google-accel-saas-india-report-a-50-billion-industry,1728
0,2016-08-09,4,0,64833233,29,6,0,http://www.slideshare.net/tarunqy/global-automotive-solar-film-production-supply-sales-and-demand-2016-market-analysis-insights-and-research,35
0,2009-05-29,2633,0,1506382,85,62,0,http://www.slideshare.net/martineden/final-dag-1,22864
0,2016-03-30,136,0,60244671,128,105,0,http://www.slideshare.net/NapoFlores/manual-para-favorecer-el-desarrollo-de-competencias-de-lectura-y-escritura-coleccin-hacia-el-logro-educativo-segundo-ciclo,2530
4,2012-11-17,1365,51,15225309,50,18,0,http://www.slideshare.net/kushkalra28/definition-of-shrm,26953
3,2014-02-28,897,90,31771846,60,29,11,http://www.slideshare.net/UzmaRuhy/lifi-perfect-slides,44924
0,2015-10-06,312,2,53607022,67,42,0,http://www.slideshare.net/biztalk360/azure-documentdb-for-healthcare-integration,853
0,2016-01-20,206,12,57292650,45,16,9,http://www.slideshare.net/Salesforce/special-report-benchmarks-for-small-business-growth,12977
6,2013-01-15,1306,51,15999629,122,89,0,http://www.slideshare.net/shamsg2001/indian-education-system-15999629,63856
0,2012-11-05,1377,59,15028964,54,26,5,http://www.slideshare.net/Constructingeq/mckinsey-presentation-15028964,60285
1,2014-03-03,894,0,31842715,50,26,0,http://www.slideshare.net/prateekonly4u/back-to-the-furure,726
10,2013-12-11,976,13,29111059,61,28,1,http://www.slideshare.net/OliverRequilman/pmap-hrcon-presentation121213,8227
0,2013-08-01,1108,1,24852008,32,8,2,http://www.slideshare.net/leadingresource/the-five-habits-of-highperforming-boards,2022
17,2015-03-16,516,680,45884293,111,78,151,http://www.slideshare.net/proyectalis/lean-startup-for-agile-product-management-drawingsprint,81857
10,2016-02-22,173,139,58555537,118,85,10,http://www.slideshare.net/Ologie/the-auburn-university-college-of-agriculture-story,22631
51,2013-12-18,969,345,29337226,138,104,413,http://www.slideshare.net/linkedinhighered/everything-i-knew-about-the-college-job-hunt-was-wrong-and-heres-how-you-can-succeed-29337226,542743
0,2011-01-24,2028,24,6679834,47,19,3,http://www.slideshare.net/bright9977/12-great-laws-of-karma-cause-effect,27901
1,2013-01-02,1319,10,15834030,51,22,1,http://www.slideshare.net/enwisenlawson/enwisen-kellogg-s-lideshare-version,20836
0,2013-05-18,1183,0,21407258,74,51,0,http://www.slideshare.net/DhyanSuman1/sp-report-ds,3414
0,2012-05-31,1535,0,13155986,49,26,0,http://www.slideshare.net/temebele/bdd-presentation-13155986,3803
1,2010-12-17,2066,29,6204904,58,29,10,http://www.slideshare.net/bright9977/6-strategic-principles-by-sun-tzu-6204904,46578
8,2012-10-12,1401,47,14699530,46,13,2,http://www.slideshare.net/pankaj5590/sources-of-finance-14699530,39458
2,2012-05-08,1558,33,12842002,58,28,0,http://www.slideshare.net/gyg66/the-structure-of-a-news-story,24650
3,2010-01-22,2395,32,2972060,56,25,8,http://www.slideshare.net/garr/zen-2972060,19117
3,2012-05-26,1540,27,13087659,65,34,2,http://www.slideshare.net/saifullahanjum/data-mining-lecture-1-2-conecpts-and-techniques,33322
1,2012-02-01,1655,17,11367003,62,33,0,http://www.slideshare.net/BicolanangDiMagBicol/history-of-educational-technology-11367003,14052
0,2008-05-03,3024,3,385577,47,21,0,http://www.slideshare.net/Cordobes/acotaciones2,4327
12,2016-03-22,144,1122,59885994,81,48,140,http://www.slideshare.net/SEMrush/search-content-vs-social-content,44273
0,2016-04-01,134,19,60319942,33,5,57,http://www.slideshare.net/StartUpHealth/startup-hhalth-insights-april1,10225
0,2009-09-17,2522,5,2011570,30,6,0,http://www.slideshare.net/emeraldllc/build-your-self-esteem,638
20,2014-05-21,815,419,34939960,105,72,592,http://www.slideshare.net/3wpr/10-digital-health-trends-for-the-next-20-years,119379
4,2013-07-26,1114,36,24639569,189,157,1,http://www.slideshare.net/designfa/99-days-revit-architecture-detailed-syllabus-24639569,9325
31,2015-02-05,555,621,44298545,75,42,679,http://www.slideshare.net/03133938319/saastr,188025
1,2014-12-11,611,11,42625888,64,35,2,http://www.slideshare.net/sjvnantes/let-reviewer-professional-education,3582
0,2014-12-08,614,3,42484106,69,43,0,http://www.slideshare.net/healthcatalyst1/demystifying-healthcare-data-governance-42484106,11034
12,2012-08-12,1462,39,13947839,74,41,2,http://www.slideshare.net/anchalkesari/sources-of-finance-13947839,27198
5,2012-10-23,1390,110,14859217,108,75,1,http://www.slideshare.net/pangmr/art-nouveau-14859217,43341
5,2016-02-17,178,28,58383669,65,32,17,http://www.slideshare.net/mixalis1/oh-no-yet-another-facebook-trends-presentation,11413
0,2008-06-30,2966,0,492758,91,68,0,http://www.slideshare.net/joseabia/deux-alps-juny-2008-492758,769
0,2009-10-22,2487,0,2320022,67,44,0,http://www.slideshare.net/cedric44/etude-de-cas-management-de-linnovation-lead-user-napster-et-freitag,35956
2,2012-09-20,1423,7,14356990,40,10,0,http://www.slideshare.net/nitishxavier11/presentation-on-different-kinds-of-software-14356990,18225
0,2014-01-19,937,4,30196850,65,38,0,http://www.slideshare.net/alexantrine92/chapter-2-bisplan-generating-business-opportunities,4671
5,2014-04-03,863,110,33068566,87,54,97,http://www.slideshare.net/GetSmarter/what-is-your-5year-career-plan-33068566,38695
5,2014-02-23,902,88,31549036,67,34,4,http://www.slideshare.net/lopao1024/10-doh-approved-herbal-medicine-pm-zabat,23764
0,2010-10-11,2133,3,5418186,54,28,0,http://www.slideshare.net/EdelTechLondon/orange-mobile-exposure-2010,3795
0,2012-05-31,1535,10,13155456,40,12,1,http://www.slideshare.net/CarlKwan/how-to-present-data-and-statistics-visually,9805
0,2016-03-15,151,5,59563004,84,55,10,http://www.slideshare.net/kanter/sxsw-reboot-yourself-get-a-grip-on-your-technology,6435
0,2013-10-15,1033,6,27203952,73,45,11,http://www.slideshare.net/smaclaughlin/5-biggest-trends-in-online-fundraising-2013,3838
110,2014-01-07,949,2390,29791716,216,183,2281,http://www.slideshare.net/wearesocialsg/social-digital-mobile-around-the-world-january-2014,1772414
0,2009-11-18,2460,0,2532827,42,19,0,http://www.slideshare.net/gueste8237f/inglish-work-comic-2532827,304
2,2012-09-27,1416,12,14497235,64,34,7,http://www.slideshare.net/patenik2/understanding-sharepoint-2013-code-deployment-models-apps-vs-solutions-sharepoint-fest-2012,9705
7,2013-07-26,1114,21,24660761,47,14,2,http://www.slideshare.net/yathishpramod/guidelines-20for20students20applying20new20passport130620013039phpapp01,67236
0,2016-04-29,106,50,61485254,76,48,18,http://www.slideshare.net/canva/how-to-wow-with-a-presentation,62511
109,2009-11-16,2462,964,2509241,135,102,8,http://www.slideshare.net/janehart/top-100-tools-for-learning-2009-2509241,399068
0,2014-03-14,883,24,32316979,61,33,1,http://www.slideshare.net/KingBhoza/healthy-lifestyle-32316979,22684
0,2009-11-10,2468,10,2463577,91,63,0,http://www.slideshare.net/niyasbabu/efqm-model-presentation,11167
3,2010-04-24,2303,14,3844198,39,8,0,http://www.slideshare.net/anshuman.k/wifi-ppt,13307
1,2011-07-14,1857,7,8591142,111,82,0,http://www.slideshare.net/tim3flies/law-of-attraction-8591142,4381
1,2014-07-07,768,7,36718809,50,21,0,http://www.slideshare.net/max42po/2014-personal-development-ppt,6952
0,2011-12-15,1703,1,10607608,41,17,0,http://www.slideshare.net/equitiesag11/equities-awareness-group-services-deck,586
10,2010-01-23,2394,27,2978525,43,10,10,http://www.slideshare.net/loganaimone/eight-elements-of-news,153516
4,2011-07-20,1851,55,8648077,43,11,0,http://www.slideshare.net/danyashea/social-media-marketing-planpdf,35749
3,2011-11-12,1736,10,10131343,55,24,0,http://www.slideshare.net/AlaaAmrAmin/software-development-life-cycle-sdlc-10131343,25778
32,2014-07-05,770,220,36651882,213,180,0,http://www.slideshare.net/lhoralight/science-36651882,234343
1,2008-03-30,3058,0,328470,39,15,0,http://www.slideshare.net/metchegorry/muestra-de-carreras,3920
3,2012-06-19,1516,55,13387205,55,24,1,http://www.slideshare.net/ethelkondo/introduction-to-tourism,66999
2,2013-01-14,1307,36,15991991,75,45,3,http://www.slideshare.net/sroydiamond/the-magic-1-12,14925
9,2015-08-17,362,423,51717636,72,39,199,http://www.slideshare.net/rosssimmonds/4-deadly-mistakes-most-startups-make-when-they-launch,129829
0,2016-04-26,109,1,61376448,47,23,11,http://www.slideshare.net/BandhuPDas/fundraising-in-a-digital-age,534
2,2011-02-07,2014,13,6837051,46,16,1,http://www.slideshare.net/karenmae123/how-to-start-an-online-personal-development-business,11385
3,2016-01-25,201,156,57475735,51,20,27,http://www.slideshare.net/KPMG_US/succeed-in-constant-change-harnessing-disruption-for-growth,23254
0,2016-08-08,5,0,64791287,30,7,0,http://www.slideshare.net/PradnyaKulkarni19/automotive-soft-trim-interior-materials-market-growth-trends-and-value-chain-20162026-by-fmi,43
0,2011-12-17,1701,51,10625191,54,26,13,http://www.slideshare.net/joshwills/hadoop-and-machine-learning,31932
0,2016-06-14,60,10,63068573,45,17,2,http://www.slideshare.net/jwtintelligence/frontierless-retail-executive-summary,4778
0,2016-04-11,124,0,60755010,50,27,0,http://www.slideshare.net/NGAHR/deep-dive-how-to-transition-sap-payroll-to-hr-cloud,393
0,2013-11-01,1016,4,27806489,94,67,1,http://www.slideshare.net/Arknowledge2013/art-direction-then-and-now-by-abolaji-alausa,1933
0,2015-10-28,290,2,54491439,59,34,0,http://www.slideshare.net/LimeadeMarketing/health-wellbeing-and-productivity-improvement-in-the-workplace,882
0,2014-11-14,638,0,41566756,53,30,0,http://www.slideshare.net/wrule1154/spiritual-principles-of-the-12-steps-slide-show,644
14,2013-05-29,1172,63,22145078,60,27,59,http://www.slideshare.net/Placester/top-25-most-beauitful-real-estate-websites,65179
2,2015-04-17,484,347,47122931,67,36,142,http://www.slideshare.net/HubSpot/an-introduction-to-podcasting-47122931,38530
0,2014-07-01,774,10,36513690,40,12,0,http://www.slideshare.net/maheshbatra9/democratic-rights-class-ix,12600
1,2013-11-08,1009,33,28035139,94,65,21,http://www.slideshare.net/juntajoe/7-content-insights-epic-content-marketing-integrated-marketing-forum-2013,140432
26,2009-01-15,2767,71,919318,57,24,1,http://www.slideshare.net/guesta3562/presentation-on-motivation-presentation,129378
0,2013-10-23,1025,0,27506623,39,16,0,http://www.slideshare.net/gleasokr/club-sportsa-program-overview,396
2,2015-10-21,297,290,54222392,130,100,53,http://www.slideshare.net/duvalunionconsulting/digital-transformation-in-governments-54222392,30654
15,2012-08-10,1464,121,13933607,69,36,1,http://www.slideshare.net/SECBIO/genetic-engineering-13933607,34135
45,2012-09-10,1433,245,14233778,94,61,3,http://www.slideshare.net/anandavi/logo-quiz-14233778,78320
1,2014-12-03,619,3,42295643,68,41,3,http://www.slideshare.net/OECD_ELS/health-ataglanceeurope2014chartset,40836
0,2009-11-11,2467,4,2476576,75,48,2,http://www.slideshare.net/davekerst/whats-next-for-the-branch-network,17942
2,2010-07-02,2234,7,4669812,40,10,1,http://www.slideshare.net/rmanraj/benefits-of-using-technology-in-the-classroom,29560
16,2014-03-11,886,92,32179129,171,138,3,http://www.slideshare.net/lhoralight/k-to-12-grade-7-learning-material-in-science-q1q2,22684
0,2014-09-02,711,1,38624448,35,11,0,http://www.slideshare.net/mrbote/financial-assistant-interview-questions,10744
7,2015-06-29,411,501,49971177,87,54,115,http://www.slideshare.net/sidekick/9-timeless-leadership-lessons-from-famous-leaders,47066
0,2013-11-16,1001,35,28314547,129,101,208,http://www.slideshare.net/hpcsport/2013-pres-royal-college-of-chiropractors-sports-sciences-neuroechanics-of-speed,26476
0,2014-02-28,897,1,31782180,62,38,1,http://www.slideshare.net/lisagualtieri/small-screens-big-changes,2717
2,2014-04-02,864,4,33037541,76,47,25,http://www.slideshare.net/FitSmallBusiness/minority-small-business-grants-and-other-resources,26818
9,2010-09-04,2170,39,5128274,124,91,58,http://www.slideshare.net/robarcher/career-paralysis-pt-1-five-reasons-why-our-brains-get-stuck-making-career-decisions-5128274,164686
4,2010-03-20,2338,22,3491179,67,35,3,http://www.slideshare.net/bright9977/the-art-of-war-by-zhuge-liang-3491179,23489
1,2008-07-20,2946,39,520914,90,61,0,http://www.slideshare.net/Alex.Osterwalder/east-african-business-summit-business-model-session,11203
20,2016-03-09,157,306,59340483,87,54,83,http://www.slideshare.net/Scoopit/how-to-boost-inbound-marketing-success-with-content-marketing-seo-and-social-media-marketing,81089
0,2013-10-03,1045,3,26822711,56,30,0,http://www.slideshare.net/lisajknight/exam-tips-for-hsc-students,3328
0,2013-04-17,1214,38,18987054,34,6,0,http://www.slideshare.net/kumar_vic/50-common-interview-questions-and-answers-18987054,117441
0,2011-09-07,1802,2,9162846,44,19,0,http://www.slideshare.net/sandyskadam/social-entrepreneurship-9162846,3044
6,2013-10-21,1027,85,27423925,93,60,33,http://www.slideshare.net/DanielNilsson4/how-to-define-a-sales-process-for-b2b-sales,44618
0,2014-06-22,783,20,36155333,55,27,0,http://www.slideshare.net/lance042012/social-dimension-of-education-beed2-a,6212
0,2011-02-12,2009,0,6905860,43,20,0,http://www.slideshare.net/chelsed/ignite-pgh-humor-design,1013
1,2015-09-07,341,33,52500536,148,119,0,http://www.slideshare.net/skyrocker0004/computer-hardware-servicing-learners-material-grade-10,10694
1,2009-11-20,2458,26,2544145,42,13,6,http://www.slideshare.net/puresona24k/an-analysis-of-ulrichs-hr-model,28536
25,2013-03-26,1236,162,17722344,89,56,2,http://www.slideshare.net/naveedabbasmalik35/pollution-its-causes-and-effects-by-naveedm,135304
1,2010-10-15,2129,11,5453888,51,22,0,http://www.slideshare.net/ananthatiger/forensic-medicine-forensic-pathology,12527
